-103.707656,41.828383,1256
-103.707706,41.828408,1256
-103.707768,41.828439,1256
-103.707879,41.828493,1255.845057
-103.707955,41.828458,1255.648334
-103.707988,41.828436,1255.522913
-103.708006,41.828421,1255.437697
-103.708055,41.828368,1255.12655
-103.708072,41.828342,1255.147753
-103.708097,41.828301,1255.397433
-103.708132,41.828227,1255.827853
-103.708188,41.828166,1256.268776
-103.708224,41.828126,1256.506583
-103.708282,41.828061,1256.811578
-103.709239,41.8285,1259.4604
-103.710618,41.829134,1264.358436
-103.712757,41.830115,1273.639367
-103.714054,41.830717,1273.020665
-103.714241,41.830803,1272.921244
-103.715718,41.831481,1272.476639
-103.716535,41.831872,1265.867581
-103.717197,41.832223,1263.898
-103.717748,41.832533,1266.3336
-103.718353,41.832905,1268.8384
-103.718728,41.833144,1269.536417
-103.719051,41.833361,1267.528127
-103.719407,41.833617,1263.753484
-103.720132,41.834181,1255.842641
-103.721664,41.835382,1246.011996
-103.723182,41.836579,1237.688461
-103.723938,41.837158,1232.326476
-103.725194,41.838144,1227.572059
-103.725502,41.838386,1226.1928
-103.726193,41.838909,1228.316144
-103.726973,41.839499,1230.02939
-103.727825,41.840179,1233.820748
-103.728412,41.840648,1230.478249
-103.729268,41.841339,1232.322564
-103.7299,41.841843,1233.776672
-103.729916,41.841855,1233.814573
-103.730241,41.842104,1233.349549
-103.730898,41.842621,1231.5644
-103.731974,41.843464,1229.109251
-103.732259,41.84368,1229.1324
-103.732648,41.843987,1230.33603
-103.733093,41.84434,1228.701315
-103.733291,41.844506,1228
-103.733776,41.844879,1227.4356
-103.733949,41.845025,1227.196924
-103.734117,41.845177,1227.297931
-103.734275,41.84533,1226.812
-103.734481,41.845547,1226.0308
-103.734689,41.845797,1225.1308
-103.734854,41.846022,1223.6416
-103.734994,41.846232,1222.1296
-103.735111,41.846431,1221.3996
-103.735252,41.846716,1221.923681
-103.735347,41.846945,1222.252203
-103.735426,41.847153,1223.233946
-103.73548,41.847336,1223.160589
-103.735546,41.847584,1222.3952
-103.735596,41.847852,1220.917304
-103.735622,41.84807,1220.453523
-103.735647,41.848612,1218.9936
-103.735651,41.849403,1216.902065
-103.735658,41.850176,1214.3664
-103.735672,41.851052,1215.123594
-103.735674,41.851148,1214.791026
-103.735718,41.854038,1208.5848
-103.735724,41.854802,1210
-103.735736,41.855592,1211.5184
-103.735766,41.857936,1206.756471
-103.73577,41.858375,1205.772
-103.735783,41.859495,1203.1812
-103.735801,41.860258,1202.0712
-103.735805,41.86103,1200
-103.735835,41.863351,1199.9424
-103.735838,41.864126,1199.8704
-103.735847,41.8646,1200.44
-103.735868,41.86516,1197.795085
-103.735838,41.865314,1197
-103.735839,41.865579,1197
-103.735839,41.86568,1197
-103.734226,41.865703,1196.4272
-103.733871,41.865708,1193.964657
-103.733841,41.865708,1193.905387
-103.733749,41.86571,1193.719998
-103.733423,41.865737,1193.789147
-103.729334,41.86578,1196
-103.726701,41.865821,1188.2472
-103.723913,41.865865,1186.304905
-103.722601,41.865886,1184.484261
-103.720756,41.865911,1188.077841
-103.719304,41.865937,1188.81549
-103.716601,41.865969,1186.748
-103.714272,41.865978,1185.818287
-103.71159,41.866025,1185.19044
-103.709371,41.866044,1186.442121
-103.708355,41.866052,1188.061402
-103.704575,41.866096,1186.53
-103.704192,41.866099,1186.960376
-103.701337,41.866124,1185.8132
-103.695363,41.866178,1186
-103.695011,41.866181,1185.281237
-103.694898,41.868562,1184.697721
-103.694848,41.870068,1185.341955
-103.694827,41.870612,1185
-103.694775,41.872922,1186.098648
-103.694742,41.874005,1188.4396
-103.694742,41.874098,1188.1048
-103.694741,41.874254,1187.257253
-103.694741,41.874393,1186.29028
-103.694739,41.874454,1185.941678
-103.69477,41.875349,1187
-103.694772,41.876108,1188.9888
-103.694751,41.876586,1188
-103.694717,41.877097,1188
-103.694686,41.877476,1188
-103.694626,41.877915,1189
-103.694527,41.878522,1188.3208
