-106.337924,42.86758765,1622.543558
-106.3382878,42.86762901,1618.279212
-106.3386515,42.86767037,1613.475944
-106.3390153,42.86771173,1614.910179
-106.3393566,42.86775053,1616.750852
-106.339412,42.86775,1616.97152
-106.339674,42.866209,1614.586423
-106.339709,42.865737,1615
-106.339602,42.865318,1613.2896
-106.339397,42.864852,1607.139798
-106.339083,42.864472,1600.0956
-106.338548,42.864062,1593.160791
-106.338076,42.863832,1591.2048
-106.337743,42.863714,1590.7636
-106.337341,42.863622,1589.760038
-106.336575,42.86351,1582.46376
-106.335919,42.863481,1575.292855
-106.334728,42.863497,1576.008545
-106.334494,42.863493,1576.122911
-106.333937,42.863483,1573.06068
-106.33348,42.863389,1571.165789
-106.333105,42.86319,1576.927848
-106.332842,42.862948,1577.0696
-106.33269,42.862678,1572.885414
-106.332631,42.862427,1570.1548
-106.332635,42.861729,1559.6452
-106.332664,42.859594,1559.349329
-106.332655,42.859447,1558.571266
-106.332674,42.859253,1557.9372
-106.332735,42.859044,1557.914006
-106.332842,42.858839,1558.369276
-106.333051,42.858494,1559
-106.333101,42.85841,1559.045154
-106.333256,42.858173,1558.839308
-106.33395,42.85722,1561.00976
-106.334127,42.85697,1562.686338
-106.334272,42.856666,1563.37531
-106.334373,42.856453,1562.775762
-106.334448,42.856253,1561.055724
-106.334519,42.856101,1559.52703
-106.334616,42.855932,1559.836972
-106.334726,42.855801,1560.025617
-106.334866,42.855686,1560.760665
-106.33503,42.855579,1561.183285
-106.3353,42.855438,1561.5768
-106.337044,42.854629,1565.517479
-106.337257,42.854474,1565.787879
-106.337398,42.854319,1564.806228
-106.337489,42.854151,1562.8147
-106.33755,42.853955,1561.38168
-106.337558,42.853756,1561.36949
-106.337406,42.852711,1559.2404
-106.33737,42.852287,1560
-106.337306,42.851882,1561.4496
-106.337218,42.851326,1561.777041
-106.336778,42.84864,1562.765517
-106.336769,42.848254,1563.9172
-106.336766,42.848125,1564.3924
-106.336785,42.847588,1560.740086
-106.336843,42.846926,1555
-106.336844,42.84665,1555.081696
-106.33683,42.84611,1560.001648
-106.336856,42.845631,1561.0468
-106.336879,42.845197,1562.748688
-106.336883,42.845112,1563.282788
-106.336891,42.845023,1563.850331
-106.336917,42.844596,1563.5456
-106.336962,42.843899,1562.878201
-106.337026,42.842584,1564.6976
-106.337038,42.8423,1564.522496
-106.337026,42.841511,1562.5604
-106.337023,42.840745,1564.91007
-106.337014,42.839726,1563.989805
-106.337056,42.838579,1570.448025
-106.337039,42.837571,1572.491006
-106.337041,42.836538,1577.1156
-106.337031,42.835673,1579
-106.337036,42.835511,1579.267932
-106.337026,42.835282,1580.680463
-106.337017,42.835095,1582.0548
-106.337091,42.83506,1582.0404
-106.337285,42.835008,1581.9424
-106.33807,42.834568,1581.57833
-106.338432,42.834365,1582.6412
-106.339455,42.833725,1582.98442
