FR1,FR2,FR3,FR4
-109.609191,42.005852,2010.148913,141.250998006242
-109.621423,41.999955,2008.4076,142.45581099975
-109.629713,41.995977,2006.985113,143.271277812071
-109.637262,41.991296,2011.618286,144.085694006345
-109.645553,41.984372,1984.528401,145.118070751268
-109.663896,41.977553,1959.804316,146.816794905868
-109.666233,41.976756,1961.998964,147.029337661452
-109.678102,41.972079,1950.8328,148.143430547326
-109.687436,41.966543,1950.6756,149.137874944069
-109.697198,41.963384,1949.849411,150.019114451494
-109.708377,41.957432,1957.674965,151.156673395178
-109.718224,41.954533,1956.48092,152.042399992008
-109.730569,41.953291,1951.937024,153.077381181325
-109.742669,41.948303,1949.042763,154.223004416204
-109.752263,41.942481,1937.058359,155.253570470052
-109.759795,41.936655,1927.665004,156.152377807409
-109.766885,41.927666,1931.121086,157.321777571781
-109.770079,41.921952,1934.662129,158.010013271786
-109.776729,41.909935,1930,159.455235510033
-109.780867,41.903054,1930.0056,160.29419002166
-109.786012,41.897497,1930.346,161.044852867104
-109.793629,41.889973,1927.87746,162.092443739024
-109.802269,41.884694,1912.017691,163.019133003254
-109.814174,41.878904,1920,164.198216064237
-109.826455,41.876629,1921.1356,165.246124334505
-109.850195,41.872388,1923.476646,167.267496088298
-109.852187,41.872032,1923.1268,167.437116848725
-109.858502,41.868044,1923.6488,168.134841791876
-109.869852,41.874392,1934.8112,169.310195903713
-109.877545,41.878724,1936.162,170.108779234811
-109.893038,41.887399,1944.91382,171.713628536517
-109.903568,41.893285,1949.826,172.803631286133
-109.905903,41.894573,1948.65327,173.044197028477
-109.916598,41.900604,1952.621512,174.154733805971
-109.925282,41.905443,1954.5796,175.052534515477
-109.937047,41.91203,1957.9852,176.270865667616
-109.951451,41.920094,1989.4472,177.762335515993
-109.956268,41.922776,1999.567585,178.260101678053
-109.964636,41.927461,2004,179.126506823935
-109.975961,41.935479,2004.126666,180.419815660747
-109.983589,41.93955,1981.559504,181.19666016218
-109.992526,41.942802,1972.998238,182.025970222382
-110.004494,41.94419,1977.0944,183.028076269529
-110.015191,41.949138,1979.61384,184.075709054969
-110.033264,41.954276,1993.455043,185.68065906823
-110.03777,41.955529,1997.070277,186.078655316058
-110.049663,41.959271,2000.706722,187.146489938835
-110.057677,41.964237,1999.969461,188.039460811936
-110.060956,41.972745,1976.065891,189.024040953211
-110.063712,41.979678,1994.057821,190.020420466263
-110.0746,41.975797,2006.8692,191.022966588808
-110.096215,41.964748,2028,193.191610144336
-110.097416,41.964133,2022.144549,193.312178558483
-110.114299,41.962643,1999,194.755762222928
-110.125711,41.963047,2005.511564,195.700399870481
-110.137718,41.963414,1985.862306,196.693997030779
-110.142985,41.963593,1984.048639,197.129934119642
-110.153878,41.963942,2001.007495,198.031413937046
-110.167059,41.96438,2003.672323,199.122312838451
-110.203723,41.96557,2020.104,202.156557037985
-110.204834,41.965606,2020.7792,202.248500152949
-110.207622,41.9657,2015.52,202.479244730585
-110.213101,41.968098,2012.188598,203.0228194799
-110.232371,41.957064,2038.966,205.047264208692
-110.241928,41.951511,2045.413576,206.050178452516
-110.244304,41.950128,2043.72738,206.299692708259
-110.251106,41.946011,2049,207.025041787091
-110.263457,41.938838,2061,208.321074544379
-110.271981,41.933174,2061.943886,209.266764064314
-110.283118,41.925621,2074,210.513431196199
-110.295989,41.916888,2084.910673,211.954602303979
-110.297733,41.915705,2089.925526,212.14986385312
-110.306855,41.912438,2119.079459,213.001736307216
-110.316901,41.906835,2131.849622,214.042329388708
-110.335554,41.895873,2156.7144,216.009294539521
-110.336194,41.895539,2157.0596,216.073989042253
-110.348461,41.892688,2174.3232,217.141697407114
-110.364337,41.887877,2184.290635,218.560848103283
-110.373163,41.885967,2212.068672,219.322784577802
-110.383961,41.886778,2233.2596,220.23503973351
-110.399429,41.890608,2258.856303,221.584837160548
-110.40465,41.891495,2254.382,222.029325236552
-110.416506,41.889727,2258.990052,223.044454146466
-110.437988,41.879078,2253.6808,225.18126849168
-110.438391,41.878875,2254.01038,225.221551572303
-110.448071,41.874041,2229.542307,226.18656037588
-110.456751,41.869697,2229.82,227.052505347089
-110.467795,41.868166,2228.527702,228.0055727848
-110.479975,41.873556,2209.2168,229.190221163577
-110.49067,41.872619,2191.016901,230.181417121369
-110.50383,41.86949,2173.785232,231.353170405563
-110.512679,41.871036,2163.0852,232.11406969961
-110.523167,41.871879,2157.060032,233.007010689146
-110.527241,41.863965,2153.095478,234.025281050324
-110.529569,41.849486,2142.2064,235.648922622973
-110.528465,41.843201,2146.1488,236.35616665848
-110.530379,41.837542,2123.700503,237.024906750419
-110.528972,41.828468,2145.9584,238.057905744899
-110.529244,41.820102,2145.314743,239.023490486004
-110.532509,41.811882,2116.6132,240.019411491075
-110.53577,41.80303,2105,241.053625382968
-110.543462,41.800174,2119.4944,242.022990207
-110.555795,41.801177,2118,243.060089066023
-110.572909,41.795258,2144.1424,244.62708456787
-110.576547,41.793248,2147.1688,245.004185411818
-110.588417,41.795509,2150.050481,246.033106909078
-110.599991,41.801909,2173.123466,247.243948870488
-110.606777,41.806799,2167.889974,248.028516887702
-110.618235,41.810049,2127.2372,249.050847568847
-110.628812,41.81462,2117.451738,250.064609389617
-110.640976,41.816217,2102.906,251.097781553403
-110.652489,41.815821,2086.916,252.05303639762
-110.663988,41.815222,2076.5984,253.008907989113
-110.675404,41.811917,2079.6048,254.027293840838
-110.687626,41.809605,2061.258362,255.07333228825
-110.701601,41.813125,2035.9409,256.353599813503
-110.715111,41.815648,2027.6004,257.516782064952
-110.723195,41.815821,2026.479711,258.188811817808
-110.739011,41.815162,2029.4168,259.501579626885
-110.747115,41.814822,2029.247349,260.174251839592
-110.765833,41.816367,2018.9212,261.737231070871
-110.769834,41.816708,2022.8512,262.070994532439
-110.802465,41.817523,2015.7516,264.776852540199
-110.802679,41.817528,2015.6976,264.794595534707
-110.805167,41.817861,2013.98372,265.005260289667
-110.810286,41.825606,2014.035775,266.027481577297
-110.820921,41.823217,2011.650853,267.018729189532
-110.833012,41.822901,2003.113287,268.08636335531
-110.843651,41.824976,1995.469193,269.027719958468
-110.855063,41.824232,2007.7128,270.002097005726
-110.869471,41.822934,1980.071035,271.22376622677
-110.879144,41.822827,1967.9044,272.026645574117
-110.892394,41.822445,1961.075557,273.138421239086
-110.90325,41.823976,1956,274.054001331787
-110.916491,41.825452,1951.3728,275.163377676349
-110.941531,41.821351,1944.012582,277.299395274029
-110.943363,41.820962,1937.4632,277.457247379524
-110.949902,41.819036,1939.6472,278.04067797465
-110.960371,41.814917,1931.7012,279.021733136302
-110.971546,41.812028,1933.468,280.016216508471
-110.982646,41.815588,1933.5912,281.046094895023
-110.983708,41.824256,1931.9808,282.050080339274
-110.97796,41.837054,1914.811053,283.550839486047
-110.976229,41.840883,1913.5756,284.000105475717
-110.972895,41.84954,1908,285.001660991565
-110.971077,41.859123,1909,286.078854164957
-110.967068,41.8726,1906,287.614329910609
-110.965235,41.878403,1905.286223,288.277201050438
-110.96302,41.885419,1899.49375,289.0786059825
-110.958848,41.898579,1897.245784,290.582127121711
-110.955351,41.909658,1901.7688,291.84759341455
-110.955055,41.911071,1902.827009,292.006635879313
-110.954796,41.928548,1896.2656,293.950416174367
-110.95478,41.930451,1897.493891,294.162024259386
-110.952925,41.937867,1896.472164,295.002372566321
-110.952726,41.94688,1890,296.005551040666
-110.948054,41.955357,1891.7148,297.027236330743
-110.947858,41.967672,1888.7112,298.397019228825
-110.944557,41.974483,1892.5948,299.207992143713
-110.942165,41.981618,1895.896982,300.026402424077
-110.94188,41.990456,1888.5904,301.010422893454
-110.937439,41.998697,1892.7587,302.000634014585
-110.937211,42.013467,1884.50216,303.644475533984
-110.936323,42.016683,1887.192347,304.012363400019
-110.932514,42.033316,1890.765545,305.928811552637
-110.932453,42.034107,1890.4296,306.016940259122
-110.931371,42.045586,1895.1096,307.299340956948
-110.931377,42.055594,1887.1284,308.412255103502
-110.934574,42.060728,1888.688,309.055557154442
-110.941567,42.068745,1891.172942,310.135149829655
-110.946217,42.07723,1888.248274,311.184431313709
-110.948296,42.084782,1894.813723,312.041528182883
-110.950834,42.093312,1895.844184,313.013145618899
-110.953973,42.103936,1893.578955,314.222693771886
-110.956113,42.111013,1887.990798,315.029426539045
-110.961827,42.118742,1883.165977,316.025271569629
-110.968556,42.125622,1883.272,317.012714841279
-110.969101,42.134586,1878.696139,318.012582098759
-110.97445,42.142895,1872.89156,319.047367158535
-110.985055,42.159036,1880.7276,321.043861880865
-110.986591,42.161365,1873.209826,321.332125659432
-110.991008,42.168115,1868.664637,322.166321782165
-110.996898,42.174546,1886.5328,323.040915419684
-111.006611,42.179611,1885.27944,324.019764477365
-111.015377,42.186604,1898.06,325.082240839039
-111.024415,42.195801,1884.001938,326.350209744023
-111.030168,42.202695,1873.0972,327.251448084335
-111.036586,42.210354,1877.5488,328.474559289285
-111.042161,42.213103,1863.258044,329.047870361
-111.057298,42.214125,1848.76812,330.299692480571
-111.06632,42.214033,1848.5188,331.04635759803
-111.078025,42.212024,1846.7136,332.035889807821
-111.09272,42.2095,1883.7504,333.278282444101
-111.102218,42.207861,1896.310246,334.081514572537
-111.109644,42.21215,1936.5848,335.012476484463
-111.11458,42.219448,1895.632154,336.030136493031
-111.124331,42.225692,1866.0176,337.10712542464
-111.132288,42.231485,1860.078867,338.035829347326
-111.143599,42.228995,1850.688545,339.025063485802
-111.15138,42.21765,1840.01728,340.468696185662
-111.153962,42.212647,1840.139285,341.064272248247
-111.160084,42.200752,1830.7168,342.479793572272
-111.164572,42.197833,1847.994,343.002582311619
-111.176888,42.199244,1834.117371,344.046387703169
-111.18787,42.196077,1826.08203,345.017508733746
-111.199219,42.194275,1848.316524,346.008379686982
-111.206255,42.202588,1826.987498,347.115290411031
-111.213726,42.209069,1825.737822,348.062981461109
-111.221014,42.222038,1824.568655,349.679546628043
-111.221736,42.225182,1828.146862,350.034398755976
-111.232074,42.234838,1853.272004,351.421077218218
-111.237641,42.239035,1843.0184,352.075190289632
-111.245776,42.245175,1828.63,353.031534198809
-111.254663,42.251903,1856.9788,354.077932108717
-111.262874,42.258114,1858.9032,355.044390355601
-111.271229,42.264527,1836.791605,356.035415788934
-111.276502,42.272271,1825.7684,357.002265869492
-111.283951,42.284834,1821.866377,358.527735658055
-111.286265,42.288725,1820.59,359.000420163625
-111.291331,42.297635,1836.3196,360.075657778943
-111.295361,42.307176,1817.3676,361.1871397627
-111.297828,42.314388,1823.144061,362.015706042384
-111.297535,42.322979,1827.930549,362.992672183937
